Group,Affiliation,Year,Vaccine,Target,Vaccinated,Coverage,Unvaccinated
Global,Global,1980,bcg,118869073,18195486,15,100673587
Global,Global,1980,dtp1,115990758,36302200,31,79688558
Global,Global,1980,mcv1,115990758,20112131,17,95878627
Global,Global,1980,pol3,115990758,26044480,22,89946278
Global,Global,1980,rcv1,115990758,3484807,3,112505951
Global,Global,1980,dtp3,115990758,24412665,21,91578093
Global,Global,1981,bcg,120692994,25551709,21,95141285
Global,Global,1981,dtp1,117979001,42939105,36,75039896
Global,Global,1981,dtp3,117979001,28798352,24,89180649
Global,Global,1981,mcv1,117979001,23682807,20,94296194
Global,Global,1981,pol3,117979001,28041620,24,89937381
Global,Global,1981,rcv1,117979001,4049758,3,113929243
Global,Global,1982,bcg,122809323,28131850,23,94677473
Global,Global,1982,dtp3,120250647,31749989,26,88500658
Global,Global,1982,mcv1,120250647,25388784,21,94861863
Global,Global,1982,dtp1,120250647,47034286,39,73216361
Global,Global,1982,pol3,120250647,50217195,42,70033452
Global,Global,1982,rcv1,120250647,4398465,4,115852182
Global,Global,1983,bcg,124969461,46104397,37,78865064
Global,Global,1983,dtp3,122653829,47621076,39,75032753
Global,Global,1983,dtp1,122653829,69261452,56,53392377
Global,Global,1983,rcv1,122653829,5350796,4,117303033
Global,Global,1983,pol3,122653829,54145525,44,68508304
Global,Global,1983,mcv1,122653829,46328144,38,76325685
Global,Global,1984,bcg,127214645,56330350,44,70884295
Global,Global,1984,dtp3,125044962,56524392,45,68520570
Global,Global,1984,pol3,125044962,59878336,48,65166626
Global,Global,1984,mcv1,125044962,52657278,42,72387684
Global,Global,1984,rcv1,125044962,5929076,5,119115886
Global,Global,1984,dtp1,125044962,78552522,63,46492440
Global,Global,1985,bcg,129180402,63243503,49,65936899
Global,Global,1985,pol3,127210461,66542737,52,60667724
Global,Global,1985,dtp3,127210461,63171984,50,64038477
Global,Global,1985,dtp1,127210461,85807425,67,41403036
Global,Global,1985,hepb3,127210461,0,0,127210461
Global,Global,1985,mcv1,127210461,60948050,48,66262411
Global,Global,1985,rcv1,127210461,6480233,5,120730228
Global,Global,1986,bcg,130750242,68971392,53,61778850
Global,Global,1986,dtp3,128931742,67302333,52,61629409
Global,Global,1986,pol3,128931742,65795591,51,63136151
Global,Global,1986,rcv1,128931742,6829410,5,122102332
Global,Global,1986,dtp1,128931742,90507268,70,38424474
Global,Global,1986,hepb3,128931742,0,0,128931742
Global,Global,1986,mcv1,128931742,60608683,47,68323059
Global,Global,1987,bcg,131757227,80912600,61,50844627
Global,Global,1987,dtp1,130097073,96644264,74,33452809
Global,Global,1987,hepb3,130097073,0,0,130097073
Global,Global,1987,dtp3,130097073,72590495,56,57506578
Global,Global,1987,rcv1,130097073,6741146,5,123355927
Global,Global,1987,pol3,130097073,74585716,57,55511357
Global,Global,1987,mcv1,130097073,70200803,54,59896270
Global,Global,1988,bcg,132143546,88347551,67,43795995
Global,Global,1988,dtp3,130650714,83445271,64,47205443
Global,Global,1988,mcv1,130650714,82113172,63,48537542
Global,Global,1988,dtp1,130650714,103671122,79,26979592
Global,Global,1988,hepb3,130650714,0,0,130650714
Global,Global,1988,pol3,130650714,84930237,65,45720477
Global,Global,1988,rcv1,130650714,8039857,6,122610857
Global,Global,1989,bcg,131915185,93119222,71,38795963
Global,Global,1989,dtp3,130598206,89281162,68,41317044
Global,Global,1989,pol3,130598206,92032105,70,38566101
Global,Global,1989,dtp1,130598206,108962412,83,21635794
Global,Global,1989,mcv1,130598206,88820903,68,41777303
Global,Global,1989,rcv1,130598206,9398343,7,121199863
Global,Global,1989,hepb3,130598206,340837,0,130257369
Global,Global,1990,bcg,131050078,106404411,81,24645667
Global,Global,1990,pol3,130003518,97943124,75,32060394
Global,Global,1990,rcv1,130003518,9911990,8,120091528
Global,Global,1990,hib3,130003518,0,0,130003518
Global,Global,1990,dtp3,130003518,98022285,75,31981233
Global,Global,1990,mcv1,130003518,95050613,73,34952905
Global,Global,1990,dtp1,130003518,114772540,88,15230978
Global,Global,1990,hepb3,130003518,882004,1,129121514
Global,Global,1991,bcg,129914584,101735743,78,28178841
Global,Global,1991,dtp3,129047709,92457059,72,36590650
Global,Global,1991,hib3,129047709,556332,0,128491377
Global,Global,1991,rcv1,129047709,10950334,8,118097375
Global,Global,1991,dtp1,129047709,110534639,86,18513070
Global,Global,1991,pol3,129047709,92599738,72,36447971
Global,Global,1991,mcv1,129047709,89093206,69,39954503
Global,Global,1991,hepb3,129047709,1679631,1,127368078
Global,Global,1992,bcg,127143570,99537243,78,27606327
Global,Global,1992,hib3,126283600,764169,1,125519431
Global,Global,1992,rcv1,126283600,10905163,9,115378437
Global,Global,1992,dtp1,126283600,107377749,85,18905851
Global,Global,1992,mcv1,126283600,87100623,69,39182977
Global,Global,1992,hepb3,126283600,3398029,3,122885571
Global,Global,1992,pol3,126283600,88627589,70,37656011
Global,Global,1992,dtp3,126283600,88433738,70,37849862
Global,Global,1993,bcg,126049335,99773874,79,26275461
Global,Global,1993,hib3,125355867,1564998,1,123790869
Global,Global,1993,mcv1,125355867,87478978,70,37876889
Global,Global,1993,pol3,125355867,88364531,70,36991336
Global,Global,1993,dtp1,125355867,106535703,85,18820164
Global,Global,1993,rcv1,125355867,11951897,10,113403970
Global,Global,1993,hepb3,125355867,5608435,4,119747432
Global,Global,1993,dtp3,125355867,88054071,70,37301796
Global,Global,1994,bcg,123619374,98526477,80,25092897
Global,Global,1994,hepb3,124320555,9442474,8,114878081
Global,Global,1994,rcv1,124320555,12574975,10,111745580
Global,Global,1994,mcv1,124320555,88888734,71,35431821
Global,Global,1994,hib3,124320555,1697519,1,122623036
Global,Global,1994,dtp1,124320555,106557148,86,17763407
Global,Global,1994,pol3,124320555,90891963,73,33428592
Global,Global,1994,dtp3,124320555,90418463,73,33902092
Global,Global,1995,bcg,122018461,98262955,81,23755506
Global,Global,1995,hepb3,123528613,14175238,11,109353375
Global,Global,1995,dtp3,123528613,90256990,73,33271623
Global,Global,1995,dtp1,123528613,106964331,87,16564282
Global,Global,1995,mcv1,123528613,90647550,73,32881063
Global,Global,1995,hib3,123528613,5310217,4,118218396
Global,Global,1995,rcv1,123528613,14498403,12,109030210
Global,Global,1995,pol3,123528613,91129941,74,32398672
Global,Global,1996,bcg,121366936,97435977,80,23930959
Global,Global,1996,pol3,123033544,90733595,74,32299949
Global,Global,1996,dtp1,123033544,105431524,86,17602020
Global,Global,1996,rcv1,123033544,14955325,12,108078219
Global,Global,1996,hib3,123033544,5942410,5,117091134
Global,Global,1996,dtp3,123033544,88980481,72,34053063
Global,Global,1996,hepb3,123033544,16699803,14,106333741
Global,Global,1996,mcv1,123033544,90057123,73,32976421
Global,Global,1997,bcg,120968289,94398499,78,26569790
Global,Global,1997,dtp1,122800469,105978250,86,16822219
Global,Global,1997,hepb3,122800469,18063239,15,104737230
Global,Global,1997,dtp3,122800469,87705849,71,35094620
Global,Global,1997,pol3,122800469,90257234,73,32543235
Global,Global,1997,mcv1,122800469,87354076,71,35446393
Global,Global,1997,rcv1,122800469,15365168,13,107435301
Global,Global,1997,hib3,122800469,6560968,5,116239501
Global,Global,1998,bcg,120795914,95098899,79,25697015
Global,Global,1998,dtp3,122795186,88040115,72,34755071
Global,Global,1998,dtp1,122795186,103279960,84,19515226
Global,Global,1998,hib3,122795186,8717121,7,114078065
Global,Global,1998,rcv1,122795186,18768166,15,104027020
Global,Global,1998,pol3,122795186,89665201,73,33129985
Global,Global,1998,mcv1,122795186,86850586,71,35944600
Global,Global,1998,hepb3,122795186,19044897,16,103750289
Global,Global,1999,bcg,120847956,96346900,80,24501056
Global,Global,1999,pol3,123023374,90001647,73,33021727
Global,Global,1999,dtp3,123023374,88206805,72,34816569
Global,Global,1999,dtp1,123023374,101804244,83,21219130
Global,Global,1999,hib3,123023374,9796965,8,113226409
Global,Global,1999,rcv1,123023374,20743853,17,102279521
Global,Global,1999,hepb3,123023374,22739957,18,100283417
Global,Global,1999,mcv1,123023374,87833409,71,35189965
Global,Global,2000,bcg,121122195,97123939,80,23998256
Global,Global,2000,hepbb,130492208,7585324,6,122906884
Global,Global,2000,pol3,123487062,90433245,73,33053817
Global,Global,2000,rcv1,123487062,26072852,21,97414210
Global,Global,2000,dtp1,123487062,102349638,83,21137424
Global,Global,2000,dtp3,123487062,89510516,72,33976546
Global,Global,2000,hib3,123487062,16802861,14,106684201
Global,Global,2000,mcv1,123487062,88958581,72,34528481
Global,Global,2000,hepb3,123487062,36394169,29,87092893
Global,Global,2000,mcv2,121372962,18328408,15,103044554
Global,Global,2001,hepbb,130993072,8433154,6,122559918
Global,Global,2001,bcg,121604132,97689782,80,23914350
Global,Global,2001,dtp3,124175959,90751902,73,33424057
Global,Global,2001,pol3,124175959,91502107,74,32673852
Global,Global,2001,mcv1,124175959,90270125,73,33905834
Global,Global,2001,dtp1,124175959,103425394,83,20750565
Global,Global,2001,hib3,124175959,17755682,14,106420277
Global,Global,2001,rcv1,124175959,27542016,22,96633943
Global,Global,2001,hepb3,124175959,39638227,32,84537732
Global,Global,2001,mcv2,122395881,21020755,17,101375126
Global,Global,2002,bcg,122449262,98473188,80,23976074
Global,Global,2002,hepbb,131676989,10325043,8,121351946
Global,Global,2002,dtp3,125079687,91159542,73,33920145
Global,Global,2002,hib3,125079687,21549195,17,103530492
Global,Global,2002,mcv1,125079687,90477836,72,34601851
Global,Global,2002,dtp1,125079687,103978636,83,21101051
Global,Global,2002,pol3,125079687,93310140,75,31769547
Global,Global,2002,hepb3,125079687,47368413,38,77711274
Global,Global,2002,rcv1,125079687,27735895,22,97343792
Global,Global,2002,mcv2,123478276,21540790,17,101937486
Global,Global,2003,bcg,123207724,100240622,81,22967102
Global,Global,2003,hepbb,132489051,12631332,10,119857719
Global,Global,2003,hib3,126071635,22721582,18,103350053
Global,Global,2003,hepb3,126071635,55752176,44,70319459
Global,Global,2003,mcv1,126071635,93164153,74,32907482
Global,Global,2003,pol3,126071635,95079964,75,30991671
Global,Global,2003,dtp3,126071635,93945545,75,32126090
Global,Global,2003,rcv1,126071635,28583039,23,97488596
Global,Global,2003,dtp1,126071635,106021814,84,20049821
Global,Global,2003,mcv2,122424772,22495189,18,99929583
Global,Global,2004,bcg,124039231,102706206,83,21333025
Global,Global,2004,hepbb,133384097,28219183,21,105164914
Global,Global,2004,hib3,127142751,24724857,19,102417894
Global,Global,2004,pol3,127142751,96641569,76,30501182
Global,Global,2004,mcv1,127142751,96553783,76,30588968
Global,Global,2004,rcv1,127142751,30798681,24,96344070
Global,Global,2004,hepb3,127142751,61912135,49,65230616
Global,Global,2004,dtp3,127142751,97164577,76,29978174
Global,Global,2004,dtp1,127142751,108212360,85,18930391
Global,Global,2004,mcv2,123411295,24246194,20,99165101
Global,Global,2005,bcg,124893498,105906666,85,18986832
Global,Global,2005,hepbb,134320202,30391662,23,103928540
Global,Global,2005,mcv1,128251232,99504568,78,28746664
Global,Global,2005,dtp1,128251232,111209849,87,17041383
Global,Global,2005,rcv1,128251232,31054323,24,97196909
Global,Global,2005,pol3,128251232,100969172,79,27282060
Global,Global,2005,hepb3,128251232,69471147,54,58780085
Global,Global,2005,hib3,128251232,26292331,21,101958901
Global,Global,2005,dtp3,128251232,99844655,78,28406577
Global,Global,2005,mcv2,124296184,37590079,30,86706105
Global,Global,2006,hepbb,135264517,31057857,23,104206660
Global,Global,2006,bcg,125838868,108824694,86,17014174
Global,Global,2006,rcv1,129364516,33256402,26,96108114
Global,Global,2006,hib3,129364516,27681296,21,101683220
Global,Global,2006,pol3,129364516,103801856,80,25562660
Global,Global,2006,mcv1,129364516,102643120,79,26721396
Global,Global,2006,dtp3,129364516,102514956,79,26849560
Global,Global,2006,rotac,129364516,1627442,1,127737074
Global,Global,2006,hepb3,129364516,75689983,59,53674533
Global,Global,2006,dtp1,129364516,113311780,88,16052736
Global,Global,2006,mcv2,125725060,40741155,32,84983905
Global,Global,2007,hepbb,136193437,32216105,24,103977332
Global,Global,2007,bcg,127795933,111558584,87,16237349
Global,Global,2007,hib3,130458972,32547877,25,97911095
Global,Global,2007,rotac,130458972,2852964,2,127606008
Global,Global,2007,hepb3,130458972,83438508,64,47020464
Global,Global,2007,dtp3,130458972,103988085,80,26470887
Global,Global,2007,mcv1,130458972,104292095,80,26166877
Global,Global,2007,pol3,130458972,106189549,81,24269423
Global,Global,2007,dtp1,130458972,115007094,88,15451878
Global,Global,2007,rcv1,130458972,33627996,26,96830976
Global,Global,2007,mcv2,126989900,42040195,33,84949705
Global,Global,2008,bcg,127887814,112813566,88,15074248
Global,Global,2008,hepbb,137079436,36693608,27,100385828
Global,Global,2008,rcv1,131506808,33598201,26,97908607
Global,Global,2008,hepb3,131506808,91349166,69,40157642
Global,Global,2008,dtp1,131506808,116989783,89,14517025
Global,Global,2008,pcv3,131506808,5519571,4,125987237
Global,Global,2008,hib3,131506808,36879157,28,94627651
Global,Global,2008,rotac,131506808,4785647,4,126721161
Global,Global,2008,mcv1,131506808,107190249,82,24316559
Global,Global,2008,pol3,131506808,108992922,83,22513886
Global,Global,2008,dtp3,131506808,107569867,82,23936941
Global,Global,2008,mcv2,127115624,44844856,35,82270768
Global,Global,2009,hepbb,137890204,38249236,28,99640968
Global,Global,2009,bcg,128714135,115316406,90,13397729
Global,Global,2009,rcv1,132475199,33919892,26,98555307
Global,Global,2009,dtp1,132475199,119811003,90,12664196
Global,Global,2009,hepb3,132475199,98348862,74,34126337
Global,Global,2009,rotac,132475199,8922095,7,123553104
Global,Global,2009,mcv1,132475199,110676749,84,21798450
Global,Global,2009,pol3,132475199,111947491,85,20527708
Global,Global,2009,hib3,132475199,52105069,39,80370130
Global,Global,2009,pcv3,132475199,8941373,7,123533826
Global,Global,2009,dtp3,132475199,111352771,84,21122428
Global,Global,2009,mcv2,128131239,48158591,38,79972648
Global,Global,2010,bcg,129341413,116474480,90,12866933
Global,Global,2010,hepbb,138597170,40349795,29,98247375
Global,Global,2010,pol3,133334690,113139821,85,20194869
Global,Global,2010,pcv3,133334690,14150944,11,119183746
Global,Global,2010,hib3,133334690,55363719,42,77970971
Global,Global,2010,rotac,133334690,10534265,8,122800425
Global,Global,2010,hepb3,133334690,98715359,74,34619331
Global,Global,2010,dtp1,133334690,120196424,90,13138266
Global,Global,2010,mcv1,133334690,112991830,85,20342860
Global,Global,2010,rcv1,133334690,46399778,35,86934912
Global,Global,2010,dtp3,133334690,113241350,85,20093340
Global,Global,2010,mcv2,129180182,50846720,39,78333462
Global,Global,2011,bcg,129968711,116565104,90,13403607
Global,Global,2011,hepbb,139183930,42796118,31,96387812
Global,Global,2011,dtp3,134067870,114398592,85,19669278
Global,Global,2011,pcv3,134067870,20478382,15,113589488
Global,Global,2011,dtp1,134067870,121868383,91,12199487
Global,Global,2011,pol3,134067870,113564662,85,20503208
Global,Global,2011,hib3,134067870,57285216,43,76782654
Global,Global,2011,rcv1,134067870,51083582,38,82984288
Global,Global,2011,rotac,134067870,12439731,9,121628139
Global,Global,2011,mcv1,134067870,113774013,85,20293857
Global,Global,2011,hepb3,134067870,100746460,75,33321410
Global,Global,2011,mcv2,130461050,59989804,46,70471246
Global,Global,2012,bcg,130477854,116894151,90,13583703
Global,Global,2012,hepbb,139658300,47103981,34,92554319
Global,Global,2012,pol3,134681922,113881591,85,20800331
Global,Global,2012,dtp3,134681922,114498270,85,20183652
Global,Global,2012,dtp1,134681922,121576634,90,13105288
Global,Global,2012,pcv3,134681922,25637819,19,109044103
Global,Global,2012,mcv1,134681922,113577356,84,21104566
Global,Global,2012,rcv1,134681922,53455750,40,81226172
Global,Global,2012,rotac,134681922,14930932,11,119750990
Global,Global,2012,hepb3,134681922,108329066,80,26352856
Global,Global,2012,hib3,134681922,59845344,44,74836578
Global,Global,2012,mcv2,131608133,63971632,49,67636501
Global,Global,2013,bcg,130868193,116765657,89,14102536
Global,Global,2013,hepbb,140029436,51239578,37,88789858
Global,Global,2013,hepb3,135185719,108321339,80,26864380
Global,Global,2013,pol3,135185719,114345090,85,20840629
Global,Global,2013,dtp3,135185719,114507274,85,20678445
Global,Global,2013,pcv3,135185719,34705772,26,100479947
Global,Global,2013,dtp1,135185719,122207192,90,12978527
Global,Global,2013,hib3,135185719,69189156,51,65996563
Global,Global,2013,rcv1,135185719,57438953,42,77746766
Global,Global,2013,mcv1,135185719,113514202,84,21671517
Global,Global,2013,rotac,135185719,19298968,14,115886751
Global,Global,2013,mcv2,132209014,71067659,54,61141355
Global,Global,2014,hepbb,140298692,51914894,37,88383798
Global,Global,2014,bcg,131137505,116608482,89,14529023
Global,Global,2014,hib3,135580585,75033772,55,60546813
Global,Global,2014,dtp1,135580585,122912368,91,12668217
Global,Global,2014,rcv1,135580585,60317983,44,75262602
Global,Global,2014,dtp3,135580585,115197092,85,20383493
Global,Global,2014,pcv3,135580585,43327646,32,92252939
Global,Global,2014,pol3,135580585,115238179,85,20342406
Global,Global,2014,rotac,135580585,25426144,19,110154441
Global,Global,2014,hepb3,135580585,110984372,82,24596213
Global,Global,2014,mcv1,135580585,114150888,84,21429697
Global,Global,2014,mcv2,133015521,74811022,56,58204499
Global,Global,2015,bcg,131287276,114887548,88,16399728
Global,Global,2015,hepbb,140467757,53694217,38,86773540
Global,Global,2015,hepb3,135868530,112864180,83,23004350
Global,Global,2015,hib3,135868530,86075525,63,49793005
Global,Global,2015,rcv1,135868530,63966370,47,71902160
Global,Global,2015,dtp1,135868530,122717444,90,13151086
Global,Global,2015,dtp3,135868530,115617487,85,20251043
Global,Global,2015,rotac,135868530,30925947,23,104942583
Global,Global,2015,pol3,135868530,115935266,85,19933264
Global,Global,2015,pcv3,135868530,50040685,37,85827845
Global,Global,2015,mcv1,135868530,114821327,85,21047203
Global,Global,2015,mcv2,133771348,80057294,60,53714054
Global,Global,2016,bcg,131326248,115936522,88,15389726
Global,Global,2016,hepbb,140541608,54184396,39,86357212
Global,Global,2016,pol3,136055096,115683777,85,20371319
Global,Global,2016,rotac,136055096,33595366,25,102459730
Global,Global,2016,rcv1,136055096,64368756,47,71686340
Global,Global,2016,dtp3,136055096,116530362,86,19524734
Global,Global,2016,dtp1,136055096,123162933,91,12892163
Global,Global,2016,pcv3,136055096,56498406,42,79556690
Global,Global,2016,hepb3,136055096,113912543,84,22142553
Global,Global,2016,hib3,136055096,95566083,70,40489013
Global,Global,2016,mcv1,136055096,115208071,85,20847025
Global,Global,2016,mcv2,134392384,85933883,64,48458501
WHO Regions,emr,1980,bcg,11637962,2108789,18,9529173
WHO Regions,emr,1980,dtp1,10635921,3887773,37,6748148
WHO Regions,emr,1980,mcv1,10635921,1647231,15,8988690
WHO Regions,emr,1980,pol3,10635921,2180549,21,8455372
WHO Regions,emr,1980,rcv1,10635921,5089,0,10630832
WHO Regions,emr,1980,dtp3,10635921,1922256,18,8713665
WHO Regions,emr,1981,bcg,11968985,2424308,20,9544677
WHO Regions,emr,1981,dtp1,10976791,4051934,37,6924857
WHO Regions,emr,1981,dtp3,10976791,2106274,19,8870517
WHO Regions,emr,1981,mcv1,10976791,1881187,17,9095604
WHO Regions,emr,1981,pol3,10976791,2581676,24,8395115
WHO Regions,emr,1981,rcv1,10976791,5909,0,10970882
WHO Regions,emr,1982,bcg,12293565,3357724,27,8935841
WHO Regions,emr,1982,dtp3,11313078,2787229,25,8525849
WHO Regions,emr,1982,mcv1,11313078,2605268,23,8707810
WHO Regions,emr,1982,dtp1,11313078,5132968,45,6180110
WHO Regions,emr,1982,pol3,11313078,3519334,31,7793744
WHO Regions,emr,1982,rcv1,11313078,6646,0,11306432
WHO Regions,emr,1983,bcg,12603830,4592150,36,8011680
WHO Regions,emr,1983,dtp3,11637104,3318909,29,8318195
WHO Regions,emr,1983,dtp1,11637104,5869613,50,5767491
WHO Regions,emr,1983,rcv1,11637104,7532,0,11629572
WHO Regions,emr,1983,pol3,11637104,3506856,30,8130248
WHO Regions,emr,1983,mcv1,11637104,3135315,27,8501789
WHO Regions,emr,1984,bcg,12891345,5716005,44,7175340
WHO Regions,emr,1984,dtp3,11940509,4373750,37,7566759
WHO Regions,emr,1984,pol3,11940509,4526856,38,7413653
WHO Regions,emr,1984,mcv1,11940509,4096505,34,7844004
WHO Regions,emr,1984,rcv1,11940509,8566,0,11931943
WHO Regions,emr,1984,dtp1,11940509,6929301,58,5011208
WHO Regions,emr,1985,bcg,13145179,8269196,63,4875983
WHO Regions,emr,1985,pol3,12212159,5861453,48,6350706
WHO Regions,emr,1985,dtp3,12212159,5636583,46,6575576
WHO Regions,emr,1985,dtp1,12212159,8107776,66,4104383
WHO Regions,emr,1985,hepb3,12212159,0,0,12212159
WHO Regions,emr,1985,mcv1,12212159,5778487,47,6433672
WHO Regions,emr,1985,rcv1,12212159,35444,0,12176715
WHO Regions,emr,1986,bcg,13355624,8565451,64,4790173
WHO Regions,emr,1986,dtp3,12441928,6358949,51,6082979
WHO Regions,emr,1986,pol3,12441928,6538195,53,5903733
WHO Regions,emr,1986,rcv1,12441928,39721,0,12402207
WHO Regions,emr,1986,dtp1,12441928,8761334,70,3680594
WHO Regions,emr,1986,hepb3,12441928,0,0,12441928
WHO Regions,emr,1986,mcv1,12441928,6253171,50,6188757
WHO Regions,emr,1987,bcg,13520835,8994680,67,4526155
WHO Regions,emr,1987,dtp1,12627415,9274707,73,3352708
WHO Regions,emr,1987,hepb3,12627415,0,0,12627415
WHO Regions,emr,1987,dtp3,12627415,6813589,54,5813826
WHO Regions,emr,1987,rcv1,12627415,42638,0,12584777
WHO Regions,emr,1987,pol3,12627415,6836325,54,5791090
WHO Regions,emr,1987,mcv1,12627415,6736150,53,5891265
WHO Regions,emr,1988,bcg,13642116,10495295,77,3146821
WHO Regions,emr,1988,dtp3,12769512,7954363,62,4815149
WHO Regions,emr,1988,mcv1,12769512,8034284,63,4735228
WHO Regions,emr,1988,dtp1,12769512,10122440,79,2647072
WHO Regions,emr,1988,hepb3,12769512,0,0,12769512
WHO Regions,emr,1988,pol3,12769512,8022927,63,4746585
WHO Regions,emr,1988,rcv1,12769512,44966,0,12724546
WHO Regions,emr,1989,bcg,13721973,11040388,80,2681585
WHO Regions,emr,1989,dtp3,12870614,8477548,66,4393066
WHO Regions,emr,1989,pol3,12870614,8487207,66,4383407
WHO Regions,emr,1989,dtp1,12870614,10537359,82,2333255
WHO Regions,emr,1989,mcv1,12870614,8452623,66,4417991
WHO Regions,emr,1989,rcv1,12870614,48595,0,12822019
WHO Regions,emr,1989,hepb3,12870614,0,0,12870614
WHO Regions,emr,1990,bcg,13764942,11433720,83,2331222
WHO Regions,emr,1990,pol3,12935592,9185402,71,3750190
WHO Regions,emr,1990,rcv1,12935592,50389,0,12885203
WHO Regions,emr,1990,hib3,12935592,0,0,12935592
WHO Regions,emr,1990,dtp3,12935592,9206063,71,3729529
WHO Regions,emr,1990,mcv1,12935592,8671188,67,4264404
WHO Regions,emr,1990,dtp1,12935592,11062705,86,1872887
WHO Regions,emr,1990,hepb3,12935592,369772,3,12565820
WHO Regions,emr,1991,bcg,13777953,11128752,81,2649201
WHO Regions,emr,1991,dtp3,12971960,8516729,66,4455231
WHO Regions,emr,1991,hib3,12971960,0,0,12971960
WHO Regions,emr,1991,rcv1,12971960,587225,5,12384735
WHO Regions,emr,1991,dtp1,12971960,10645018,82,2326942
WHO Regions,emr,1991,pol3,12971960,8700474,67,4271486
WHO Regions,emr,1991,mcv1,12971960,8633054,67,4338906
WHO Regions,emr,1991,hepb3,12971960,556476,4,12415484
WHO Regions,emr,1992,bcg,13772530,11086424,80,2686106
WHO Regions,emr,1992,hib3,12991568,0,0,12991568
WHO Regions,emr,1992,rcv1,12991568,558652,4,12432916
WHO Regions,emr,1992,dtp1,12991568,10399166,80,2592402
WHO Regions,emr,1992,mcv1,12991568,8722082,67,4269486
WHO Regions,emr,1992,hepb3,12991568,728860,6,12262708
WHO Regions,emr,1992,pol3,12991568,8477711,65,4513857
WHO Regions,emr,1992,dtp3,12991568,8307977,64,4683591
WHO Regions,emr,1993,bcg,13869432,10968224,79,2901208
WHO Regions,emr,1993,hib3,13111577,0,0,13111577
WHO Regions,emr,1993,mcv1,13111577,8812543,67,4299034
WHO Regions,emr,1993,pol3,13111577,8340661,64,4770916
WHO Regions,emr,1993,dtp1,13111577,10232179,78,2879398
WHO Regions,emr,1993,rcv1,13111577,576871,4,12534706
WHO Regions,emr,1993,hepb3,13111577,897823,7,12213754
WHO Regions,emr,1993,dtp3,13111577,8207070,63,4904507
WHO Regions,emr,1994,bcg,13862599,10753611,78,3108988
WHO Regions,emr,1994,hepb3,13132525,3247131,25,9885394
WHO Regions,emr,1994,rcv1,13132525,646795,5,12485730
WHO Regions,emr,1994,mcv1,13132525,8911465,68,4221060
WHO Regions,emr,1994,hib3,13132525,0,0,13132525
WHO Regions,emr,1994,dtp1,13132525,10108142,77,3024383
WHO Regions,emr,1994,pol3,13132525,8126834,62,5005691
WHO Regions,emr,1994,dtp3,13132525,8017649,61,5114876
WHO Regions,emr,1995,bcg,13863062,10807256,78,3055806
WHO Regions,emr,1995,hepb3,13161036,3793962,29,9367074
WHO Regions,emr,1995,dtp3,13161036,9062576,69,4098460
WHO Regions,emr,1995,dtp1,13161036,10673564,81,2487472
WHO Regions,emr,1995,mcv1,13161036,8748723,66,4412313
WHO Regions,emr,1995,hib3,13161036,0,0,13161036
WHO Regions,emr,1995,rcv1,13161036,1425827,11,11735209
WHO Regions,emr,1995,pol3,13161036,9071339,69,4089697
WHO Regions,emr,1996,bcg,13872765,10374422,75,3498343
WHO Regions,emr,1996,pol3,13197990,8845206,67,4352784
WHO Regions,emr,1996,dtp1,13197990,10419632,79,2778358
WHO Regions,emr,1996,rcv1,13197990,1440458,11,11757532
WHO Regions,emr,1996,hib3,13197990,0,0,13197990
WHO Regions,emr,1996,dtp3,13197990,8820516,67,4377474
WHO Regions,emr,1996,hepb3,13197990,4089600,31,9108390
WHO Regions,emr,1996,mcv1,13197990,9144279,69,4053711
WHO Regions,emr,1997,bcg,13891602,10350800,75,3540802
WHO Regions,emr,1997,dtp1,13242325,10458050,79,2784275
WHO Regions,emr,1997,hepb3,13242325,4587315,35,8655010
WHO Regions,emr,1997,dtp3,13242325,8935106,67,4307219
WHO Regions,emr,1997,pol3,13242325,9057750,68,4184575
WHO Regions,emr,1997,mcv1,13242325,9098771,69,4143554
WHO Regions,emr,1997,rcv1,13242325,828952,6,12413373
WHO Regions,emr,1997,hib3,13242325,9890,0,13232435
WHO Regions,emr,1998,bcg,13921925,10582066,76,3339859
WHO Regions,emr,1998,dtp3,13295702,9229501,69,4066201
WHO Regions,emr,1998,dtp1,13295702,10545877,79,2749825
WHO Regions,emr,1998,hib3,13295702,55969,0,13239733
WHO Regions,emr,1998,rcv1,13295702,831012,6,12464690
WHO Regions,emr,1998,pol3,13295702,9469144,71,3826558
WHO Regions,emr,1998,mcv1,13295702,9392259,71,3903443
WHO Regions,emr,1998,hepb3,13295702,4247268,32,9048434
WHO Regions,emr,1999,bcg,13969686,11027987,79,2941699
WHO Regions,emr,1999,pol3,13363748,9884881,74,3478867
WHO Regions,emr,1999,dtp3,13363748,9583793,72,3779955
WHO Regions,emr,1999,dtp1,13363748,10788628,81,2575120
WHO Regions,emr,1999,hib3,13363748,113009,1,13250739
WHO Regions,emr,1999,rcv1,13363748,2852759,21,10510989
WHO Regions,emr,1999,hepb3,13363748,4952636,37,8411112
WHO Regions,emr,1999,mcv1,13363748,9536754,71,3826994
WHO Regions,emr,2000,bcg,14043063,11087033,79,2956030
WHO Regions,emr,2000,hepbb,14323446,2021384,14,12302062
WHO Regions,emr,2000,pol3,13454486,10084884,75,3369602
WHO Regions,emr,2000,rcv1,13454486,3155752,23,10298734
WHO Regions,emr,2000,dtp1,13454486,11046510,82,2407976
